 	gtzm,gxzm
𬓘	fjpr·覀示⺁{𧘇}
𬓙	wscx·礻⺜耳又
𬓚	wsjl·礻丿大口冋
𬓛	wsfb·礻木木示
𬓜	fjkk·覀示水日
𬓝	wseo·礻习习田龷八
𬓞	sobz·亠㐅凵冂厶土厶
𬓟	sorr·亠㐅凵冂厶禾夕夕
𬓠	mfqd·禾几
𬓡	mfoo·禾人人
𬓢	mfax·禾人一㇇,mfsx·禾人丶㇇
𬓣	mfyb·禾⺄キ
𬓤	mfxs·禾尸㇏
𬓥	mfac·禾一丰
𬓦	mfzr·禾一厶儿
𬓧	nabm·亻一士禾,nmbm·亻丿士禾
𬓨	mfsz·禾立㇉
𬓩	mfzr·禾巛夕
𬓪	mfop·禾刂人彡
𬓫	mfkz·禾⺈日乚
𬓬	mfmh·禾手戈
𬓭	mflb·禾一人冂土
𬓮	mfkl·禾⺌冋
𬓯	mfry·禾二欠力
𬓰	mfnr·禾亠亻{夊}
𬓱	mfel·禾十卄贝
𬓲	mfil·禾⺊貝
𬓳	mfon·禾田人{丿丨}
𬓴	mfpl·禾爫用
𬓵	mfyy·禾八厶习习
𬓶	mfme·禾禾甘
𬓷	mfmk·禾禾田
𬓸	mfyo·禾人氺𠄎{丿丿}
𬓹	mfkq·禾尸⺌⺼
𬓺	boqm·土八土丸禾
𬓻	mfyz·禾戊𠃌母
𬓼	mfal·禾几口丨一贝
𬓽	mfgp·禾白大彡
𬓾	mfkb·禾日一日土
𬓿	mfke·禾口口日十
𬔀	mfwn·禾辶隹
𬔁	mfgy·禾丨一⺊日大力
𬔂	mfaj·禾亠口小人一口
𬔃	mfll·禾士罒貝
𬔄	mffw·禾艹{惠上}心
𬔅	wozi·穴丩
𬔆	womh·穴毛
𬔇	wouo·穴火
𬔈	woki·穴由
𬔉	wojj·穴口口
𬔊	woxi·穴又止
𬔋	woai·穴大丶一卜
𬔌	wohm·穴牙千
𬔍	woke·穴由廾
𬔎	woxj·穴人一{倉中}口
𬔏	wogs·穴自大丶
𬔐	wojc·穴廿口龶
𬔑	womu·穴虍丿{乎下}
𬔒	worf·穴氵冖儿木,woof·穴氵冖八木
𬔓	womj·穴火⺧口
𬔔	wokz·穴工立日乚
𬔕	wozr·穴牙糹亠厶儿
𬔖	suz·立㇉
𬔗	aisu·一卜立
𬔘	supd·立斤
𬔙	ybsu·𠃌{キ}立
𬔚	suyo·立刀八
𬔛	eazs·廿𠃊立
𬔜	suxi·立皮
𬔝	suzy·立屮巳
𬔞	supz·立爫女
𬔟	zsas·厶口𠃌一立
𬔠	zsya·厶口立𠃌一
𬔡	such·立長
𬔢	kojs·⺌冖口立
𬔣	sujy·立人一口卩
𬔤	sukq·立田⺼
𬔥	sukb·立千日二
𬔦	sudq·立氵扌丸
𬔧	suyb·立日十⺄キ
𬔨	suko·立一业丿ユ〢八
𬔩	suil·立丨立丨𠔿
𬔪	sudl·立亻寸貝
𬔫	sull·立木罒貝
𬔬	mym·⺮𠄎丿
𬔭	mjd·⺮囗
𬔮	mbod·⺮二人
𬔯	mhos·⺮匸㐅
𬔰	mwz·⺮心
𬔱	mwvv·⺮之
𬔲	muo·⺮火
𬔳	maua·⺮一{伞下}
𬔴	mbko·⺮二小
𬔵	mcs·⺮玉
𬔶	mtrr·⺮{北左}匕
𬔷	mrid·⺮夕卜
𬔸	myqd·⺮子几
𬔹	mzxs·⺮𠃋丿又丶
𬔺	mbgd·⺮土大
𬔻	mnso·⺮亻文
𬔼	mnmo·⺮亻攵
𬔽	mrj·⺮夕口
𬔾	mprh·⺮⺁{𧘇}
𬔿	mvad·⺮氵一{于下}
𬕀	mwds·⺮宀寸
𬕁	msrh·⺮亠𧘇
𬕂	mblo·⺮工贝
𬕃	mgj·⺮不口
𬕄	mall·⺮一{冂块}{冂块}
𬕅	mnsu·⺮亻立
𬕆	mmhm·⺮手戈
𬕇	mrl·⺮勹目
𬕈	moai·⺮人一龰
𬕉	mqax·⺮{月框}{月框}一又
𬕊	mtwz·⺮门心
𬕋	mvrz·⺮氵勹厶
𬕌	mtf·⺮广木
𬕍	mvkm·⺮氵小丿
𬕎	mcbr·⺮王二儿
𬕏	mcbi·⺮𡗗キ
𬕐	mkrb·⺮日勹二,mkrt·⺮日勹冫
𬕑	mkk·⺮日日
𬕒	mkld·⺮⺌冋
𬕓	mmkm·⺮丿大小丿
𬕔	mqq·⺮月月
𬕕	mnpd·⺮片斤
𬕖	mwd·⺮定
𬕗	mspd·⺮方斤
𬕘	mvau·⺮氵一{伞下}
𬕙	mvfa·⺮氵木一
𬕚	mhaz·⺮戊一女
𬕛	mhej·⺮车十口
𬕜	mqi·⺮風
𬕝	mnd·⺮{淵右}
𬕞	msjr·⺮亠口𧘇
𬕟	mwsl·⺮辶亠巾
𬕠	mvbk·⺮氵二日
𬕡	mzbi·⺮糹工
𬕢	mflo·⺮木𠃊一冂人
𬕣	mfhl·⺮木一匚巾
𬕤	mfxo·⺮木艮
𬕥	mnmz·⺮亻禾女
𬕦	mwho·⺮衤匸㐅
𬕧	mvmz·⺮氵𠂉母
𬕨	msxq·⺮丶{艮}月
𬕩	mdke·⺮扌⺊日十
𬕪	mjjh·⺮口口戊
𬕫	mkml·⺮由丿皿
𬕬	mowg·⺮人{之}页
𬕭	mfha·⺮西戊一,mfhs·⺮西戊丶
𬕮	mfp·⺮木金
𬕯	mdgx·⺮扌爫一𠂇又
𬕰	mmrj·⺮⺧儿夕口
𬕱	msau·⺮訁一{伞下}
𬕲	mwjk·⺮宀丰口刂
𬕳	mcri·⺮馬⺈丨
𬕴	mcaz·⺮耳由一㇉
𬕵	mhka·⺮戈非一
𬕶	mjjr·⺮囗土口𧘇
𬕷	mokw·⺮人一⺝刂心
𬕸	mpeb·⺮釒甘
𬕹	msai·⺮立日乚一卜
𬕺	msri·⺮立日乚⺈丨
𬕻	mckw·⺮耳田心
𬕼	mmes·⺮矢口艹亡
𬕽	mclz·⺮耒日冂{丄、}
𬕾	mszl·⺮立日乚目
𬕿	mugo·⺮米頁
𬖀	mjwl·⺮⻊亠丷冖巾
𬖁	mcok·⺮耒勹丿人氺
𬖂	mmrk·⺮⺧儿⺧儿日
𬖃	mmrl·⺮⺧儿⺧儿贝
𬖄	msux·⺮立丿䒑{兼下}
𬖅	msyy·⺮立日乚习习
𬖆	msce·⺮立日乚王廾
𬖇	mlln·⺮目目隹
𬖈	mlnn·⺮罒隹隹
𬖉	msmb·⺮立日乚亡月丿土,msqc·⺮立日乚亡月王
𬖊	mslq·⺮亠厶⺼口貝{凡}
𬖋	ufyd·米乙
𬖌	ufod·米人
𬖍	ufo·米八
𬖎	ufzs·米厶
𬖏	ufj·米口
𬖐	ufbo·米二人
𬖑	uflr·米见
𬖒	ufnr·米亻匕
𬖓	uffa·米木一
𬖔	uffs·米木丶
𬖕	ufos·米勹{丿丿}丶
𬖖	ufrx·米⺈⺕
𬖗	ufzx·米女又
𬖘	ufxb·米又キ
𬖙	ufaj·米⺁一口
𬖚	ufqf·米九木
𬖛	ufno·米亠{丿亅}八
𬖜	zuow·𠃊米人{之}
𬖝	ufae·米日一十
𬖞	ufkd·米日寸
𬖟	uftw·米门心
𬖠	ufte·米女⺀十
𬖡	ufbm·米者
𬖢	ufej·米囗十口
𬖣	ufwd·米定
𬖤	ufxx·米又又又又
𬖥	ufwl·米⺕冖巾
𬖦	ufky·米厂日子
𬖧	ufka·米口ㅒ丅
𬖨	ufmj·米夕㐄口
𬖩	ufri·米夕㐄⺈丨
𬖪	ufue·米尸䒑廾
𬖫	fjuq·覀米殳
𬖬	ufos·米{冂块}𠂇乂丶,ufxs·米{冂块}𠂇又丶
𬖭	ufka·米⺊口日一
𬖮	ufml·米〢{⺮半}皿
𬖯	pyqu·舟殳米
𬖰	ufjl·米亠口冋
𬖱	ufxe·米⺶ユ十
𬖲	ufai·米{艸左}一虫
𬖳	odwx·人一㇇米⺕冖又
𬖴	ufrb·米{祭上}示
𬖵	ufml·米宀心丿山
𬖶	ufru·米艹勹米
𬖷	uftk·米⺊口门日
𬖸	ufaj·米⺮人一口
𬖹	ufkq·米禾⺌⺼
𬖺	uffl·米门木{柬中}
𬖻	kobu·日人一口土米
𬖼	ufiy·米且疒⺊了
𬖽	ufoo·米氵廿巾入入
𬖾	ufxg·米皮頁
𬖿	ufjj·米夕㐄口口口
𬗀	ufag·米⺊口丁頁
𬗁	fjul·覀米骨
𬗂	ufcc·米耳耳耳
𬗃	zbi·糹二亅
𬗄	zqda·糹凡
𬗅	zymx·糹𠄎丿又
𬗆	zyz·糹子乚
𬗇	zhm·糹戊
𬗈	zcs·糹玉
𬗉	zray·糹{卬左}一卩
𬗊	zsk·糹永
𬗋	iizh·止糸弋
𬗌	zivv·糹虫
𬗍	jmhz·口丿七糸
𬗎	jzrs·口糸𠂊㇏
𬗏	zjli·糹口巾
𬗐	szwz·亠厶冖糸
𬗑	zsrh·糹亠𧘇
𬗒	zwad·糹宀一{于下}
𬗓	zuli·糹䒑巾
𬗔	zsds·糹文寸,zsxd·糹丶又寸
𬗕	zhe·糹戈廾
𬗖	zaju·糹一口䒑
𬗗	zdpd·糹扌斤
𬗘	zglt·糹大ㄇ⺀
𬗙	zjzg·糹口𠃑大,zjag·糹口一大
𬗚	zrki·糹勹田
𬗛	zmeb·糹丿廾土
𬗜	zmea·糹千龷
𬗝	zxld·糹龴{甬下}
𬗞	zyjy·糹刀口卩
𬗟	zgjj·糹丆囗口
𬗠	zcrh·糹龶𧘇
𬗡	zkk·糹日日
𬗢	zlez·糹罒十ㄣ,zle·糹罒廾
𬗣	zrro·糹勹{丿丿}勹{丿丿}
𬗤	zogq·糹㐅𠂇⺼
𬗥	zuka·糹忄日一
𬗦	zwlc·糹宀且
𬗧	zmlz·彑𠂊巾糸
𬗨	zrlo·糹匕貝
𬗩	zgpd·糹石斤
𬗪	ciow·龶糸人{之}
𬗫	zlkz·𠃊目小糸
𬗬	znc·糹白王
𬗭	zuzz·糹䒑𠃋厶𠃋厶
𬗮	zugd·糹⺷大
𬗯	zblo·糹工貝
𬗰	zamk·糹一夕牛小
𬗱	zkaf·糹田一木
𬗲	znmp·糹亻丨攵彡,znrp·糹亻丨夂彡
𬗳	zfjm·糹木口攵
𬗴	zfor·糹木人人夊
𬗵	zbuq·糹土{幸下}丸
𬗶	ldzz·冋糹糸
𬗷	znxu·糹{丿丨}⺕米
𬗸	zrjz·糹勹口糸
𬗹	zpfp·糹爫木彡
𬗺	zmki·糹⺮由
𬗻	zbxl·糹工〢又皿
𬗼	zffu·糹木木火
𬗽	zkfd·糹田木寸
𬗾	ciwx·龶糸爫冖又
𬗿	znqx·糹隹殳
𬘀	zvnb·糹氵臼土
𬘁	zzho·糹𠃋厶𠃋厶戈人
𬘂	zxig·糹龴乛亅頁
𬘃	zbz·糹亞糹
𬘄	zfz·糹{惠上}糹
𬘅	zkug·糹田⺷大
𬘆	zklb·糹〢三ㄇㄇㄇキ,zblb·糹二凵ㄇㄇㄇキ
𬘇	zrjr·糹⺈囗人⺈口儿
𬘈	zmpx·糹⺮爫{争下}
𬘉	zgrb·糹厂{柬中}土儿土,zgob·糹厂{柬中}土八土
𬘊	zlrr·糹罒厶⺼匕匕
𬘋	zppl·糹斤斤貝
𬘌	zuwc·糹火火冖玉
𬘍	zfjz·糹車口糹
𬘎	zexn·糹艹肀{淵右}
𬘏	zubg·糹火土土土兀
𬘐	zfxx·糹⻗Ｐ二コ又
𬘑	zklk·糹业氺冂田
𬘒	zxzr·糹門䒑{艸左}欠
𬘓	znd·纟川
𬘔	zazy·纟丅𠃊𠃌
𬘕	zgr·纟尤
𬘖	zlr·纟见
𬘗	zrzs·纟勹厶
𬘘	zwrd·纟冖儿
𬘙	zhz·纟戈𠄌
𬘚	zaf·纟一木
𬘛	zbzs·纟土厶
𬘜	zka·纟日一
𬘝	zopd·纟人彡
𬘞	zrz·纟鸟
𬘟	zfj·纟西
𬘠	zgq·纟𠂇⺝
𬘡	zjd·纟因
𬘢	zkgr·纟⺌兀
𬘣	zjli·纟口巾
𬘤	zjj·纟口口
𬘥	zoc·纟人王
𬘦	zprh·纟⺁{𧘇}
𬘧	zsnd·纟文{丿丨}
𬘨	zbwz·纟士心
𬘩	zymb·纟廴丿土
𬘪	zobv·纟人二⺍
𬘫	zwbr·纟宀二儿
𬘬	zcq·纟龶⺝
𬘭	zff·纟木木
𬘮	zplr·纟爫见
𬘯	zsjy·纟亠口子
𬘰	zggd·纟而大
𬘱	zfzm·纟覀女
𬘲	zgrr·纟大夕夕
𬘳	zpgo·纟彡页
𬘴	zmuo·纟禾火
𬘵	zubk·纟忄二日
𬘶	zufd·纟丷酉
𬘷	zubi·纟⺶工
𬘸	zxrf·纟尸匕木
𬘹	zehe·纟𢦏车
𬘺	zpnb·纟爫臼
𬘻	zwcj·纟宀丰口
𬘼	zzzb·纟屮凵示
𬘽	zxse·纟尸辛
𬘾	zgoo·纟大㐅㐅㐅㐅
𬘿	zekk·纟卄日日
𬙀	zmki·纟⺮由
𬙁	ztrn·纟门⺈臼
𬙂	zwko·纟宀一由八
𬙃	zbow·纟二人二人心
𬙄	zbyj·纟走刀口
𬙅	zebm·纟艹者
𬙆	zpki·纟釆田
𬙇	zrsu·纟{炙上}大丶灬
𬙈	zurm·纟米夕㐄
𬙉	zska·纟亠囗口日一
𬙊	zlub·纟{柬中}土灬土
𬙋	zser·纟亠口口{冓上}𧘇
𬙌	marr·𠂉十凵匕匕
𬙍	mabn·𠂉十凵二{丿丨}
𬙎	maix·𠂉十凵⺊尸
𬙏	makx·𠂉十凵⺌⺕
𬙐	mazk·𠂉十凵彑氺,maxk·𠂉十凵⼹氺
𬙑	maoy·𠂉十凵龷八巳
𬙒	makh·𠂉十凵田{畏下}
𬙓	maim·𠂉十凵虍牛
𬙔	majk·𠂉十凵⺌冖口田
𬙕	lkia·罒丨一
𬙖	lkai·罒一卜
𬙗	wwad·冖儿一{于下}
𬙘	lkad·罒一{于下}
𬙙	lksy·罒方
𬙚	lkez·罒廿𠃊
𬙛	lkgt·罒大⺀
𬙜	lkma·罒矢
𬙝	lkre·罒匕匕十
𬙞	lkzr·罒土厶𠤎,lkzh·罒土厶七
𬙟	lkhm·罒匸矢
𬙠	lkgs·罒匕匕大丶
𬙡	ldec·网其
𬙢	lkro·罒日勹{丿丿}
𬙣	lkwh·罒戶戈
𬙤	lkdf·罒扌甫
𬙥	lknd·罒身寸
𬙦	lklx·罒氵且又
𬙧	lkjg·罒⺈口{乑}
𬙨	lkux·罒{亥中}土{幸下}又
𬙩	lkso·罒亠八罒亠八
𬙪	lkjr·罒纟罒一口𧘇
𬙫	lkjr·罒纟罒土口𧘇
𬙬	uce·⺷廾
𬙭	ucby·⺶キ𠃌
𬙮	ucmb·羊牛
𬙯	ucwa·⺶宀一
𬙰	uczy·⺷母
𬙱	uchs·⺶戊丶
𬙲	ucae·⺶一𠂇一十
𬙳	ucmh·羊口丿七
𬙴	uchz·⺷大七凵
𬙵	uclo·⺷大一冂人
𬙶	ucqq·羊月月
𬙷	tiqu·{北左}匕⺼羊
𬙸	skju·亠ㅒ口羊
𬙹	bxju·土尹口羊
𬙺	ucze·⺷大八厶廾
𬙻	ucol·⺶䒑八皿
𬙼	ucoe·⺷大亠人人十
𬙽	ucow·羊䒑口人{之}
𬙾	uczf·⺷大廿𠃊木
𬙿	ucjq·⺷䒑口口⺼
𬚀	xmak·尹口羊非
𬚁	ucpn·⺷䒑口爫臼
𬚂	uchh·⺷丿ユ十貝戈戈
𬚃	ytyj·习习足
𬚄	xbyy·肀{丿丨}八习习
𬚅	ytej·习习亻囗十口
𬚆	ytrr·习习厶⺝匕匕
𬚇	wmxg·戶习习氵𠃍大
𬚈	ytko·习习宀一由八
𬚉	bmqy·耂九
𬚊	bmry·耂匕了
𬚋	bmej·耂十口
𬚌	ecbr·其耂匕
𬚍	bmbm·者者
𬚎	zfbr·糹木{柬中}耂匕
𬚏	glzx·而爫𠃋厶又
𬚐	ckry·耒⺈巴
𬚑	cklz·耒艹日冂{丄、}
𬚒	cebz·耳二㇉
𬚓	cegd·耳大
𬚔	cebz·耳人二㇉
𬚕	cemy·耳𠄎丿子
𬚖	ceyj·耳刀口
𬚗	cebz·耳大二㇉
𬚘	cehb·耳至
𬚙	cekg·耳小大
𬚚	cemh·耳手戈
𬚛	ceuc·耳{菐下}
𬚜	cejr·耳八口儿
𬚝	ces·耳言
𬚞	aicy·丁口耳阝
𬚟	ceni·耳隹
𬚠	celr·耳丿罒儿
𬚡	celg·耳艹ㄇ大
𬚢	xorc·{艮}{匸}儿耳
𬚣	cery·耳止亻{卬左}卩
𬚤	cexj·耳人一{倉中}口
𬚥	ceug·耳辶䒑大
𬚦	ceeb·耳丨一⺊一⺿キ
𬚧	ceym·耳亠口子攵
𬚨	ceoo·耳一八巾㐅㐅㐅㐅
𬚩	llxc·山石石山石石山石石門耳
𬚪	xbos·{⺻}乂
𬚫	wmxb·户口肀二
𬚬	mbbp·⺧儿肀二彡
𬚭	rzab·烏肀二
𬚮	rsxb·夕一夕巾肀二
𬚯	qbvv·⺼士
𬚰	ldq·冈⺼
𬚱	ldom·冂人人毛
𬚲	ldow·冂人人心
𬚳	xmq·{声下}月
𬚴	ldhl·冂人人匚巾
𬚵	qobz·⺼人二㇉
𬚶	ldsc·冂人人丶王
𬚷	qqag·月几一大
𬚸	mioo·舌冂人人
𬚹	qymf·⺼𠄎丿木
𬚺	ldbr·冂人人二欠,ldtr·冂人人冫欠
𬚻	qagj·⺼一大口
𬚼	qce·⺼王廾
𬚽	ldq·冏月
𬚾	qmhm·月手戈
𬚿	ldtf·冂人人门木
𬛀	wmqb·戶⺝工
𬛁	qyby·⺼𠃌{キ}阝
𬛂	qhal·⺼{巠上}一巾
𬛃	ldob·冂人人者
𬛄	qik·月止日
𬛅	qlbj·月⺆土口
𬛆	qrk·⺼氏日
𬛇	qtxo·⺼广⺕人
𬛈	ldel·冂人人十{南下}
𬛉	tioz·{北左}匕⺼八厶
𬛊	qugq·⺼丷豕
𬛋	qsxy·⺼丶{艮}阝
𬛌	ldcm·冂人人𡗗禾
𬛍	qckv·⺼𡗗氺
𬛎	ldwn·冂人人冖隹
𬛏	tioz·{北左}匕⺼亠㐅凵
𬛐	qpwz·⺼釆心
𬛑	qnhr·月白匕{匸}儿,qxhr·月{艮}{匸}儿
𬛒	qvbm·⺼氵者
𬛓	qzop·⺼厶厶厶人彡
𬛔	ggq·石辰⺼
𬛕	fowq·木人人戶⺝
𬛖	qxk·月門日
𬛗	qxwz·⺼門心
𬛘	qufd·⺼丷酉寸
𬛙	qcau·⺼長一{伞下}
𬛚	qezf·月艹廿𠃊木
𬛛	tiqe·{北左}匕⺼其
𬛜	qwxl·月宀{声下}貝
𬛝	qzgp·月厶口文厂彡,qzmp·月厶口立丿彡
𬛞	qekb·月艹立日土
𬛟	qbyl·月土厶卩骨
𬛠	szpz·亠厶⺝飠爫女
𬛡	qkfb·⺼日一勹{丿丿}覀示
𬛢	xeh·ユ十{𦣝}
𬛣	hybi·{𦣝}⺄キ
𬛤	ndh·亻寸臣
𬛥	hmi·臣舌
𬛦	hisu·臣卜立
𬛧	hhya·臣臣子
𬛨	rjrh·⺈口匕匕{𦣝}
𬛩	hiel·臣卜十{南下}
𬛪	hylk·{𦣝}子丷{曾中}日
𬛫	hhlk·臣臣丷{曾中}日
𬛬	nlgn·自大{丿丨}
𬛭	anan·一自一自
𬛮	nljo·自⺀木口{丿丿}
𬛯	nlsk·自大丶立日
𬛰	nlfj·自木口木口
𬛱	hbod·至人
𬛲	mehb·丿廾至
𬛳	hbhb·至至
𬛴	hbck·至𡗗氺
𬛵	hbcb·至𡗗示
𬛶	hboo·至至木人人
𬛷	hboo·至至木人人木人人
𬛸	nbbi·臼工
𬛹	nbyo·臼𠄎{丿丿}
𬛺	nbrj·⺽氏口
𬛻	nbhy·{𦥯框}丶戊𠃌
𬛼	nboh·{臼}一㇉丿八车
𬛽	nbok·{𦥯框}㐅㐅甲
𬛾	zmln·女{声下}目臼
𬛿	nbzn·⺽目爿{片}
𬜀	nbor·{叟上}冖穴人夊
𬜁	nbjx·⺽刀口酉囗又
𬜂	nbvf·⺽木木氵酉
𬜃	nbvg·⺽同冖氵頁
𬜄	nbjr·⺽木木冖訁口儿
𬜅	miij·舌⺊口
𬜆	mimw·舌丿之
𬜇	mis·舌言
𬜈	mioe·舌亠人人十
𬜉	mikw·舌田心
𬜊	milk·舌貝刂
𬜋	odxj·人舌尹口
𬜌	mimy·舌方𠂉也
𬜍	odgu·人舌山𠂇火
𬜎	mimw·舌貝丿之
𬜏	mifb·舌木木示
𬜐	mioo·舌人一口口人人
𬜑	pyym·舟力
𬜒	pyyy·舟已
𬜓	pyxi·舟人龴乛亅
𬜔	pywg·舟辶大
𬜕	pymq·舟几口丿几
𬜖	pywb·舟穴工
𬜗	pyij·舟艹⺊口
𬜘	pylo·舟十{具上}八
𬜙	pywi·舟止冖止
𬜚	pyik·舟氵止{小}
𬜛	pymx·舟⺮皮
𬜜	pyok·舟禾勹丿人氺
𬜝	ryzm·⺈巴厶牛
𬜞	rykc·⺈巴非
𬜟	alry·一{冂块}一{冂块}鹿⺈巴
𬜠	ery·艹勹
𬜡	ell·艹山
𬜢	ers·艹𠂊㇏
𬜣	ebnd·艹二{丿丨}
𬜤	ekxs·艹〢又
𬜥	eqos·艹⺇㐅
𬜦	eee·艹十廾
𬜧	ezxs·艹𠃋丿又丶
𬜨	elrs·艹山夕
𬜩	eok·艹人日
𬜪	emez·艹𠂉十凵
𬜫	eqwz·艹九心
𬜬	etj·艹门口
𬜭	ewmh·艹宀丿七
𬜮	exxb·艹⺕⺕
𬜯	eaoo·艹一冂人人
𬜰	ejso·艹口文
𬜱	emkd·艹矢刂
𬜲	erld·艹⺈用
𬜳	encs·艹亻玉
𬜴	euxg·艹忄𠃍大
𬜵	esj·艹文口
𬜶	ewry·艹冖夕㔾
𬜷	etzj·艹冫厶口
𬜸	eugi·艹忄不
𬜹	ezsy·艹女方
𬜺	ezis·艹纟ユ丨丶,ezxe·艹纟ユ十
𬜻	eaob·艹一人人キ
𬜼	eaay·艹一冂人一{万下}
𬜽	ege·艹石廾
𬜾	ekxl·艹〢又贝
𬜿	ejcs·艹囗玉
𬝀	emme·艹𠂉十𠂉十
𬝁	ervv·艹鱼
𬝂	ewir·艹冖口丨儿,ewjr·艹冖口儿
𬝃	ewkm·艹冖力小丿
𬝄	ewcs·艹宀玉
𬝅	espd·艹方斤
𬝆	eurd·艹⺷儿
𬝇	esjy·艹亠口子
𬝈	ezau·艹女一{伞下}
𬝉	exxx·艹又又又又
𬝊	ezps·艹纟瓜
𬝋	eyi·艹ㄗ虫
𬝌	efnk·艹木白
𬝍	ecrk·艹王⺈小,ecmk·艹王𠂉小
𬝎	elol·艹冂入皿
𬝏	ekhm·艹日戊
𬝐	eiju·艹⺊口灬
𬝑	eoch·艹人镸
𬝒	enmk·艹亻禾刂
𬝓	eosj·艹人文口
𬝔	emgx·艹禾厂又,empx·艹禾⺁又
𬝕	emke·艹丿田廾
𬝖	eubk·艹忄二日
𬝗	eusr·艹忄亠𧘇
𬝘	euzz·艹䒑𠃋厶𠃋厶
𬝙	ewnr·艹冖白匕
𬝚	ecz·艹龶糸
𬝛	ebkc·艹二非
𬝜	eflr·艹木冂欠
𬝝	ecoy·艹耳八刀
𬝞	efce·艹木耳
𬝟	ejfb·艹囗甫
𬝠	elhg·艹贝戈𠂇
𬝡	ekym·艹日月𠄎丿
𬝢	erag·艹{祭上}一大
𬝣	emlg·艹禾ㄇ大
𬝤	equg·艹月䒑大
𬝥	erbo·艹勹二人二人
𬝦	emlo·艹禾一冂人
𬝧	eose·艹人一方廾
𬝨	iaoe·丨一⺊人人人人十,eooe·艹人人人人十
𬝩	etrm·艹冫欠手
𬝪	etmb·艹广廴丿土
𬝫	ewag·艹冖日一大
𬝬	ewlo·艹冖{具上}八
𬝭	etje·艹冫厶口廾
𬝮	eute·艹米⺀十
𬝯	ewpo·艹宀丘八
𬝰	eyby·艹刀丶丿土阝
𬝱	yzlg·弓{丿丨}艹ㄇ大
𬝲	ezmk·艹女禾刂
𬝳	exeh·艹尸卄{畏下}
𬝴	exni·艹又隹,esni·艹文隹
𬝵	efro·艹車欠
𬝶	ebok·艹工人人日
𬝷	efbz·艹⻗二㇉
𬝸	eafl·艹一止木冂
𬝹	efxb·艹⻗⺕
𬝺	erbr·艹匕示欠
𬝻	egsr·艹石亠𧘇
𬝼	ehel·艹戈廿巾
𬝽	ecym·艹王禾𠄎丿
𬝾	ekjb·艹⺌冖口土
𬝿	ewlo·艹辶貝
𬞀	ekgh·艹日辰
𬞁	ekjr·艹日十口儿
𬞂	erag·艹{祭上}一大
𬞃	erkc·艹夕非
𬞄	enb·艹隹土
𬞅	ewqc·艹辶犭王
𬞆	ewry·艹衤包
𬞇	evez·艹氵勹𠂉十凵
𬞈	etoo·艹广龷人人
𬞉	evqq·艹氵月月
𬞊	ewla·艹宀丆皿丁
𬞋	evhp·艹氵车斤
𬞌	eyez·艹阝勹𠂉十凵
𬞍	ezbk·艹糹二小
𬞎	ekkr·艹小丿⺈{横日}儿,ekjr·艹小丿⺈口儿
𬞏	ekbk·艹田二田
𬞐	ejaj·艹⻊丁口
𬞑	ejel·艹口十{南下}
𬞒	ekzj·艹日冂{丄、}口
𬞓	engr·艹隹尤
𬞔	ewbz·艹衤大二㇉
𬞕	etfl·艹门木{柬中}
𬞖	esau·艹訁一{伞下}
𬞗	euuj·艹羊䒑口
𬞘	eyal·艹阝口丨一贝
𬞙	ezrk·艹糹匕日
𬞚	egoe·艹石亠人人十
𬞛	ees·艹𢦏言
𬞜	ekju·艹日勹口灬
𬞝	elrb·艹目土儿土,elob·艹目土八土
𬞞	ejzn·艹⻊一厶{巟下}
𬞟	eikg·艹止{小}页
𬞠	eors·艹人朩艹勹丶
𬞡	equl·艹月龹巾,eqol·艹月八二人巾
𬞢	epjr·艹爫丁口欠
𬞣	emgp·艹禾厶大彡
𬞤	wewl·辶艹户{扁下}
𬞥	evzg·艹氵爫𠃋厶大
𬞦	euye·艹米八刀廾
𬞧	euzw·艹䒑𠃋厶𠃋厶心
𬞨	euik·艹火爫丨日
𬞩	eslb·艹亠口冋土
𬞪	eubr·艹䒑自二儿
𬞫	evml·艹氵〢{⺮半}皿
𬞬	ezoj·艹女穴人口
𬞭	iayu·丨一⺊{𦣝}己灬,ehyu·艹{𦣝}己灬
𬞮	ewri·艹辶車⺈丨
𬞯	eirm·艹止日匕攵
𬞰	eiuz·艹丨日米女
𬞱	elhl·艹罒戈目
𬞲	eibz·艹虍业二㇉
𬞳	iaou·丨一⺊月八二人⺗,equu·艹月龹⺗
𬞴	iate·丨一⺊鬼⺀十,ente·艹鬼⺀十
𬞵	iapx·丨一⺊釒艮,epxo·艹釒艮
𬞶	iafw·丨一⺊亻{惠上}心,enfw·艹亻{惠上}心
𬞷	esqc·艹訁犭王
𬞸	iail·丨一⺊宀丨一⺊見,ewel·艹宀艹見
𬞹	eskl·艹亠ㅒ{冂块}
𬞺	ufik·米女艹丨日
𬞻	ianl·丨一⺊糸白巾,eznl·艹糹白巾
𬞼	iazn·丨一⺊糸隹,ezni·艹糹隹
𬞽	ialx·丨一⺊女⺜罒又,ezlx·艹女日罒又
𬞾	eygc·艹阝大長
𬞿	ajkg·一囗人人艹日大
𬟀	eaug·龷⺝月䒑大
𬟁	ealr·艹一口{鬲下}鸟
𬟂	ecos·艹髟𠂇乂丶,ecxs·艹髟𠂇又丶
𬟃	ekag·艹{亚中}冖一豕
𬟄	eikg·艹⺊一小頁
𬟅	ejbm·艹⻊者
𬟆	enkw·艹亻立日心
